LST,Geographic_Area_Name,County,STATE,id,Estimate_Households_Total,"Estimate_Households_Total_Less_than_10,000","Estimate_Households_Total_$10,000_to_$14,999","Estimate_Households_Total_$15,000_to_$24,999","Estimate_Households_Total_$25,000_to_$34,999","Estimate_Households_Total_$35,000_to_$49,999","Estimate_Households_Total_$50,000_to_74,999","Estimate_Households_Total_$75,000_to_$99,999","Estimate_Households_Total_$100,000_to_$149,999","Estimate_Households_Total_$150,000_to_$199,999","Estimate_Households_Total_$200,000_or_more",EstimateHouseholds!!Median_income_(dollars),Estimate_Families_Total,"Estimate_Families_Total_Less_than_$10,000","Estimate_Families_Total_$10,000_to_$14,999","Estimate_Families_Total_$15,000_to_$24,999","Estimate_Families_Total_$25,000_to_$34,999","Estimate_Families_Total_$200,000_or_more",EstimateFamilies!!Median income (dollars),Estimate_Families_Mean_income_$,EstimateFamiliesPERCENT_ALLOCATEDFamily_income_in_the_past_12_months
VA,"York County, Virginia",York County, Virginia,0500000US51199,26008,3.5,3.4,5.3,3.4,6.9,15.9,16.2,23.2,8.4,13.8,91241,18874,2,1.7,3.3,2.7,17.3,113085,130522,29.5
VA,"Alexandria city, Virginia",Alexandria city, Virginia,0500000US51510,71005,1.6,1.9,3.4,5.5,6,15.2,13.7,18.4,10.9,23.5,103284,34103,2.2,1.2,4,7.3,35.6,138441,181185,24.9
VA,"Chesapeake city, Virginia",Chesapeake city, Virginia,0500000US51550,86878,2.4,4.1,7.4,7,9.9,18.1,12.9,21.2,10,7.1,77847,63912,1.6,1.4,5.6,5.2,9.1,92842,112187,34
VA,"Hampton city, Virginia",Hampton city, Virginia,0500000US51650,55633,4.9,5.3,8.9,8.5,17,18.8,15.1,12.1,5.1,4.6,56930,33723,2.7,3.5,7.6,7,6.3,73543,86964,37
VA,"Lynchburg city, Virginia",Lynchburg city, Virginia,0500000US51680,28950,8.1,3.2,7.2,11.4,14.8,20.9,15.8,10.8,4.2,3.6,54850,17492,6,0.8,3.6,8.4,5.7,65277,82528,45.8
VA,"Newport News city, Virginia",Newport News city, Virginia,0500000US51700,70918,8.4,4.5,9.6,8.6,15.3,20.7,13.1,12.4,4.2,3.2,53029,41509,6.3,2.1,8.2,6.9,5,61919,82351,42.4
VA,"Norfolk city, Virginia",Norfolk city, Virginia,0500000US51710,88387,9.2,4.7,9.1,11.3,12.3,20,13,11.6,5.2,3.5,53093,49348,5.5,2.9,7.3,10.8,5.2,64816,83177,38.3
VA,"Portsmouth city, Virginia",Portsmouth city, Virginia,0500000US51740,36089,8.7,5.5,10.5,7,16.9,19,15.2,12,2,3.1,51195,21268,7.5,3.1,7.9,6.5,3.6,60820,73229,52.3
VA,"Richmond city, Virginia",Richmond city, Virginia,0500000US51760,89878,10.8,6.6,10.2,8.9,12.5,17.7,10,10.6,5.6,7.1,51285,39031,5.1,3.7,7.7,7.3,13.5,72135,119965,38.8
VA,"Roanoke city, Virginia",Roanoke city, Virginia,0500000US51770,40810,8.5,10.4,12.5,10,12.7,18.7,9.4,10.1,3.2,4.5,45838,21154,5.9,7,7.1,8.2,7.8,59962,82372,52.6
VA,"Suffolk city, Virginia",Suffolk city, Virginia,0500000US51800,34597,4.5,2.4,7.2,6.4,10.2,15,17.5,21.4,7,8.4,80481,25158,4.2,0.7,3.4,6.8,10.9,89753,112292,27.3
VA,"Virginia Beach city, Virginia",Virginia Beach city, Virginia,0500000US51810,175029,3.1,1.2,5.1,7.7,10.8,19.1,16.6,19.5,9,7.9,79054,117265,1.6,0.8,3.4,6.3,10,91608,112318,35.9
WA,"Benton County, Washington",Benton County, Washington,0500000US53005,73678,2.3,3.2,8.9,6.6,12.7,18.2,11.9,19.7,8,8.3,72084,50681,2.3,2.1,5.9,7.4,10.8,85169,104470,24
WA,"Chelan County, Washington",Chelan County, Washington,0500000US53007,28974,4.7,3.1,10.2,9.7,12.8,21.5,12.6,12.8,7.9,4.8,59161,19816,3.7,1.7,7.8,7.4,5.5,69276,93229,18.9
WA,"Clallam County, Washington",Clallam County, Washington,0500000US53009,33022,8.1,3,10.6,7.5,14.5,17.4,17.4,14.3,5.1,2,57126,21506,4.8,0.7,6.3,7.4,1.9,66844,78001,38.4
WA,"Clark County, Washington",Clark County, Washington,0500000US53011,180862,3.1,2.4,6,6.4,11.2,17.3,15.6,21,8.6,8.4,80555,125365,2.5,1.4,4,5.7,10.5,91548,110970,27.3
WA,"Cowlitz County, Washington",Cowlitz County, Washington,0500000US53015,42790,5.7,3.9,9.4,11.3,14.5,19.4,14.3,11.6,5.6,4.4,55497,28045,1.8,3.3,5.3,9.4,5,67588,89186,30.5
WA,"Franklin County, Washington",Franklin County, Washington,0500000US53021,28162,6.1,1.8,8.1,10.6,10.2,22.1,10.9,16.9,9,4.3,61951,21985,8.3,1.6,6,8.7,5.5,65709,83731,29.8
WA,"Grant County, Washington",Grant County, Washington,0500000US53025,30866,3.8,3.6,8.7,13.1,14.7,20.5,15.4,12.1,3.5,4.6,56997,22132,1.7,0.9,9.5,12.8,5.3,61094,78082,43.3
WA,"Grays Harbor County, Washington",Grays Harbor County, Washington,0500000US53027,29920,5.6,4,9,9,13.1,20.9,15.5,14.1,5.3,3.8,61026,19664,2.5,1.5,4.9,7.3,4.3,74645,91280,35.3
WA,"Island County, Washington",Island County, Washington,0500000US53029,35586,5.3,1.1,4.5,6.2,14.8,20.2,16.5,18.1,7.3,6,72066,24165,2.4,1.2,1.6,6,7.7,80315,100376,34
WA,"King County, Washington",King County, Washington,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,537291,2,1.1,2.6,3.2,28.2,128694,169051,26.1
WA,"Kitsap County, Washington",Kitsap County, Washington,0500000US53035,107525,3.7,2.3,5.6,4.7,10.3,20.6,15.4,20.6,8.2,8.5,79624,73672,3.1,0.6,3.8,3.8,11.5,92222,111391,26.1
WA,"Lewis County, Washington",Lewis County, Washington,0500000US53041,31879,5.3,4,12,7.8,12.7,20.4,14.2,15,6.5,2.1,58911,21242,2.6,1.9,6.8,6.7,2.6,71240,83528,34.6
WA,"Mason County, Washington",Mason County, Washington,0500000US53045,24820,5.2,1.5,6.7,9.1,13.2,22,9.1,21,8,4.2,63983,17812,4.9,1,2.9,8.4,3.3,69411,85729,35.6
WA,"Pierce County, Washington",Pierce County, Washington,0500000US53053,333657,3.5,3,5.4,5.8,11.4,17.9,15,21.3,8.9,7.7,79243,220414,2.6,1.7,3.1,5,9.6,91617,109575,32
WA,"Skagit County, Washington",Skagit County, Washington,0500000US53057,49043,2.9,4.5,7.5,7.2,13.9,19.4,14.9,17.7,6.8,5.1,67175,33043,4.2,1.3,3.2,6.6,6.1,77430,98612,29.8
WA,"Snohomish County, Washington",Snohomish County, Washington,0500000US53061,299827,3.1,2.8,5.1,5.4,8.3,16.5,14.9,20.2,12,11.7,89260,206969,1.5,1.3,2.8,3.7,14.8,105259,125086,30.7
WA,"Spokane County, Washington",Spokane County, Washington,0500000US53063,211723,5.8,4.3,8.3,8.9,14.1,20,12.7,13.5,7.3,5.1,59974,129660,2.8,2.1,4.9,6.3,6.7,75643,97471,28.9
WA,"Thurston County, Washington",Thurston County, Washington,0500000US53067,112909,4.5,3.1,7.1,6.2,10.3,16.8,16.5,20,7.9,7.5,78512,73232,2.5,2.4,4.2,3.7,10,93142,109121,27
WA,"Whatcom County, Washington",Whatcom County, Washington,0500000US53073,88794,4.7,3.4,8.2,8.6,9.3,20,15.9,17.2,6.9,5.9,69372,54023,2.4,2.5,4,4,8,87522,102241,32
WA,"Yakima County, Washington",Yakima County, Washington,0500000US53077,83992,5.5,3.1,11.2,10.9,14.4,18.9,15.4,12.8,4.3,3.7,56233,60835,3.9,1.7,10.5,8.7,4.1,65021,79197,31
WV,"Berkeley County, West Virginia",Berkeley County, West Virginia,0500000US54003,46395,5.6,2.6,5.9,11.2,12.4,22.7,13.4,17.2,4.9,4,62370,31136,5.5,1,4,9.6,5.7,64770,85808,28.9
WV,"Cabell County, West Virginia",Cabell County, West Virginia,0500000US54011,38040,12.4,5.8,12.3,13.2,14.8,15.5,9.6,9.4,3.9,3.1,40788,21554,7.8,2.6,5.2,13.1,4.5,58485,76219,37.6
WV,"Harrison County, West Virginia",Harrison County, West Virginia,0500000US54033,25905,3.8,5.3,11.2,11,13.7,14.1,11.6,19.9,6.3,3.1,54314,17564,1,0.7,11,9.9,4.3,72473,85765,24.4
WV,"Kanawha County, West Virginia",Kanawha County, West Virginia,0500000US54039,78384,11.4,5,10.5,9.6,15.5,17.6,10.9,11.7,4,3.9,47759,47481,9.4,2.6,4.6,10,4.8,60068,77883,30.3
WV,"Monongalia County, West Virginia",Monongalia County, West Virginia,0500000US54061,40401,8.1,7.3,9.7,8.3,11.7,15.5,9.4,16.9,4.5,8.7,55940,22481,3.9,3.4,3.7,5.3,13.4,94688,114768,28.7
WV,"Raleigh County, West Virginia",Raleigh County, West Virginia,0500000US54081,31331,8.3,6.4,16.1,10.6,11.3,14,17.9,11,1.3,3.1,46540,20934,3.4,2.7,14,8.9,4.3,62103,73836,37.5
WV,"Wood County, West Virginia",Wood County, West Virginia,0500000US54107,34182,10.3,6.5,8.8,12.6,13.3,18.7,12.8,10.4,3.8,2.8,47944,20978,2.9,3.5,5.4,11.9,4.3,61314,80136,28.4
WI,"Brown County, Wisconsin",Brown County, Wisconsin,0500000US55009,107385,5.1,4.1,7.3,8.1,14.8,18.3,11.8,18.1,7.8,4.6,64458,69699,1.4,2.2,3.7,6.8,6.3,82885,100151,32.2
WI,"Dane County, Wisconsin",Dane County, Wisconsin,0500000US55025,229760,3.5,3.3,6.1,7.4,10.7,17.4,14.3,20.1,8.1,9,77504,127444,1.4,1.1,2.3,4.2,13.6,106754,127328,26.2
WI,"Dodge County, Wisconsin",Dodge County, Wisconsin,0500000US55027,35104,4.1,2.4,7.8,10.2,13.2,22.4,13.4,18.6,5.6,2.3,61300,22797,2.2,0.8,5,8.9,2.9,72360,86062,47.3
WI,"Eau Claire County, Wisconsin",Eau Claire County, Wisconsin,0500000US55035,41385,3.7,4.6,6.3,10.3,11.6,21.2,14.5,18.3,5.6,4,65662,23631,1.1,2.1,2.1,6.8,6.5,85304,101702,33.4
WI,"Fond du Lac County, Wisconsin",Fond du Lac County, Wisconsin,0500000US55039,42604,2.7,3.3,8.4,7.7,13.8,20.6,14.9,19.4,6.1,3.1,65329,26043,0.6,0.7,3.5,3.8,4.4,87451,99138,25
WI,"Jefferson County, Wisconsin",Jefferson County, Wisconsin,0500000US55055,32783,2.4,2.8,6,11,11.5,17.8,15,20.4,7.7,5.3,71708,21974,2.4,0.9,1.9,6.8,6.5,87012,99805,35.7
WI,"Kenosha County, Wisconsin",Kenosha County, Wisconsin,0500000US55059,64187,3.6,3.7,8.9,9.3,11.7,20.2,13.1,18.3,6.6,4.5,65997,39657,1.9,2.1,5.1,6.3,5.9,80515,95512,37.4
WI,"La Crosse County, Wisconsin",La Crosse County, Wisconsin,0500000US55063,48175,3.5,5.1,8.9,9.1,14.6,22.8,13,14.5,4.6,4,58921,26781,0.9,2.6,1.4,7,5.9,81513,99523,31.9
WI,"Manitowoc County, Wisconsin",Manitowoc County, Wisconsin,0500000US55071,33831,2.7,5.6,10.1,6.7,17.4,19.1,16.1,14.3,4.8,3.3,60785,20811,0.9,1.2,6,6.2,5.2,77850,91877,26
WI,"Marathon County, Wisconsin",Marathon County, Wisconsin,0500000US55073,54765,3.4,3.5,8.1,10,13.1,18.9,16.4,17.1,4.7,4.8,65851,36568,1.4,1.8,4.9,6.1,5.8,78790,92448,28
WI,"Milwaukee County, Wisconsin",Milwaukee County, Wisconsin,0500000US55079,383665,7.4,4.9,11.3,9.2,14.3,17.8,12,14,4.8,4.1,53418,212340,4.8,2.5,9.1,7.2,6.1,67929,87521,39
WI,"Outagamie County, Wisconsin",Outagamie County, Wisconsin,0500000US55087,74974,2.5,3.2,8.8,8.7,12.9,21.7,14.7,17.3,5.7,4.5,66234,46933,1.3,1.3,4.1,6,6.7,83087,99470,24.2
WI,"Ozaukee County, Wisconsin",Ozaukee County, Wisconsin,0500000US55089,35795,2.5,1.9,4,6.7,10.3,15.8,17.7,19.3,9,12.7,88154,25311,1.5,0.5,3.1,4.2,16.7,101383,146561,30.3
WI,"Portage County, Wisconsin",Portage County, Wisconsin,0500000US55097,29063,6.1,4.2,7.7,11,15.4,17.5,13,15.5,4.3,5.2,56358,16337,4.1,1.7,3.8,6.9,8.5,81331,103010,23.8
WI,"Racine County, Wisconsin",Racine County, Wisconsin,0500000US55101,78905,5,5.3,9.2,8.2,14.2,15.5,13.7,17.4,6.5,4.9,60779,50644,4,3.4,5.3,5.7,7.5,80496,97513,32.4
WI,"Rock County, Wisconsin",Rock County, Wisconsin,0500000US55105,65316,5.2,5.1,6.6,9.7,14.8,20.2,15.4,15.6,4.8,2.6,61243,39486,3.9,2.5,2.6,6.2,3.4,73079,85058,34.8
WI,"St. Croix County, Wisconsin",St. Croix County, Wisconsin,0500000US55109,34731,3.2,3.5,4.7,4.6,9.6,16.5,17.2,23.8,9.9,7,85594,24746,2.1,2.4,1.1,3.5,9.4,100684,116813,23.3
WI,"Sheboygan County, Wisconsin",Sheboygan County, Wisconsin,0500000US55117,48691,3.1,3.1,7.3,9.3,16.1,23.4,15.7,13.5,4.7,3.8,60706,29812,1.2,1.1,1.4,6,5.8,76098,95510,28.8
WI,"Walworth County, Wisconsin",Walworth County, Wisconsin,0500000US55127,42799,4.5,3.1,9.4,9.5,11.1,19.8,14.5,15.3,7.3,5.5,63549,27349,0.2,1.1,5.2,6.1,7.5,83220,104883,30.2
WI,"Washington County, Wisconsin",Washington County, Wisconsin,0500000US55131,55256,2.8,1.7,4.5,6.7,14,17.5,16,21.7,9.6,5.6,80513,38519,1.2,0.4,2.5,3.9,7.1,95408,109375,32.6
WI,"Waukesha County, Wisconsin",Waukesha County, Wisconsin,0500000US55133,160635,2.6,2,6,5.2,8.8,15.8,14.2,21.3,12.1,11.9,90548,109765,1.3,0.6,2.1,3.4,16.1,113591,144194,30.4
WI,"Winnebago County, Wisconsin",Winnebago County, Wisconsin,0500000US55139,71238,3.5,4.1,9.9,9.4,14.9,19.6,14.4,15.1,4.4,4.5,58347,41078,2.9,1.5,7.6,4.7,7.3,76425,96735,26.4
WI,"Wood County, Wisconsin",Wood County, Wisconsin,0500000US55141,32684,4,6.6,8.2,11.9,12.8,23.8,13.3,12.1,3.5,3.9,56278,20222,1.6,1.1,5.7,8.9,5.2,68511,87283,27.2
WY,"Laramie County, Wyoming",Laramie County, Wyoming,0500000US56021,41739,5.6,5,7.2,6.2,9.6,21,16.3,13.4,9.5,6.3,70567,27218,2.7,1.4,5.6,5.8,9.1,86805,116897,37
WY,"Natrona County, Wyoming",Natrona County, Wyoming,0500000US56025,33044,4.6,2.8,9.2,10.2,10.2,20.5,16.2,15.4,5.8,4.9,65034,22393,3.6,0.7,7.9,7.1,5.6,76487,89446,28.5
 Puerto Rico,"Arecibo Municipio, Puerto Rico",Arecibo Municipio, Puerto Rico,0500000US72013,32090,28.6,11,20.3,16.5,11.9,8.9,1.3,0.1,0.6,0.8,18977,21371,17.8,10.1,24.1,18.1,1.2,24080,31480,25.8
 Puerto Rico,"Bayamón Municipio, Puerto Rico",Bayamón Municipio, Puerto Rico,0500000US72021,68980,19,9.6,17.9,14.4,14.3,15.4,5.2,3,0.8,0.5,27386,46674,13.7,7.9,15.7,15.2,0.5,32636,40963,47.4
 Puerto Rico,"Caguas Municipio, Puerto Rico",Caguas Municipio, Puerto Rico,0500000US72025,47669,22.9,13.3,14.4,13.7,12.1,11.8,4.9,4.4,1.4,1.1,24507,31484,18.5,9.7,12.2,14.5,1.7,31396,44594,43.7
 Puerto Rico,"Carolina Municipio, Puerto Rico",Carolina Municipio, Puerto Rico,0500000US72031,58602,20.4,7.8,16.6,14.3,15.8,14.2,5,4.1,0.4,1.6,27658,36493,14.5,7.5,15.6,15.3,1.3,32406,46396,41.4
 Puerto Rico,"Guaynabo Municipio, Puerto Rico",Guaynabo Municipio, Puerto Rico,0500000US72061,33125,14.1,6.5,14.9,10.7,13.6,12.2,11.1,6.7,4.7,5.5,37499,20997,9.6,5,13,11.9,7.4,46167,74008,40.1
 Puerto Rico,"Mayagüez Municipio, Puerto Rico",Mayagüez Municipio, Puerto Rico,0500000US72097,28649,38.2,12.8,19.7,8.2,6.7,7.8,2.4,1.9,0.7,1.6,14525,16289,27.6,11.9,19.2,12.2,2.6,20938,41114,34.5
 Puerto Rico,"Ponce Municipio, Puerto Rico",Ponce Municipio, Puerto Rico,0500000US72113,52837,36.3,13.5,16,9.9,9.9,6.7,2.9,2.8,1.2,1,15130,33988,29.8,13.2,15.7,11.5,1.3,18823,32219,38.2
 Puerto Rico,"San Juan Municipio, Puerto Rico",San Juan Municipio, Puerto Rico,0500000US72127,138800,29.1,8.8,14.8,10.2,11.6,9.9,5.8,5.1,1.7,3.1,23005,77911,22.9,7.3,14,11.4,4.8,29661,54033,41.3
 Puerto Rico,"Toa Alta Municipio, Puerto Rico",Toa Alta Municipio, Puerto Rico,0500000US72135,22650,20.1,8.2,16.8,12.8,16.3,13.5,6.7,4.4,0.8,0.3,28440,16964,13.6,4.3,18.7,12.4,0.2,36422,43905,73.1
 Puerto Rico,"Toa Baja Municipio, Puerto Rico",Toa Baja Municipio, Puerto Rico,0500000US72137,28291,22.3,10.1,19.9,13.8,12.3,12.9,6.2,2.1,0.3,0.2,23368,18388,20.8,7.1,20.7,11.9,0,26195,34842,32.3
 Puerto Rico,"Trujillo Alto Municipio, Puerto Rico",Trujillo Alto Municipio, Puerto Rico,0500000US72139,23263,16.3,9.5,16.1,10.2,14.4,15.6,6.6,7.5,1.1,2.6,32244,16082,8.6,7.8,14.4,13,3.8,40857,54171,45.2
